Signal_value,Date
14.36,20190723
14.36,20190723
14.335999999999999,20190723
13.004000000000001,20190723
13.546,20190723
12.9894736842,20190723
13.6023076923,20190723
13.0784615385,20190723
13.415999999999999,20190723
13.312631578900001,20190723
13.470769230799998,20190723
14.1918181818,20190723
13.2325,20190723
13.6676923077,20190723
13.9232,20190723
12.8846153846,20190723
13.3666666667,20190723
13.8383333333,20190723
13.94,20190723
13.176153846199998,20190723
13.3251851852,20190723
13.6896,20190723
13.52,20190723
13.9276923077,20190723
13.7607692308,20190723
13.825,20190723
14.3492307692,20190723
14.188181818199999,20190723
13.513846153800001,20190723
14.0608,20190723
13.935555555599999,20190723
13.7437037037,20190723
13.9177777778,20190723
14.0976923077,20190723
14.0222222222,20190723
14.518461538499999,20190625
13.5458333333,20190625
14.4752,20190625
14.44,20190625
13.707826087,20190625
13.130769230799999,20190625
14.288461538499998,20190625
14.4210526316,20190625
14.5189473684,20190625
14.513043478299998,20190625
14.3464,20190625
14.335999999999999,20190625
14.341739130399999,20190625
14.3384,20190625
14.2133333333,20190625
13.585384615399999,20190625
14.48,20190627
13.95,20190627
14.389166666700001,20190627
14.4654545455,20190627
14.4916666667,20190627
14.4976923077,20190627
14.4739130435,20190627
14.4817391304,20190627
14.3872,20190626
14.68,20190701
14.5684615385,20190701
14.566666666700002,20190701
14.461538461500002,20190701
14.4742857143,20190701
14.402000000000001,20190701
14.4457142857,20190701
14.3790909091,20190701
14.437692307699999,20190701
14.4472727273,20190701
13.5664,20190701
14.42375,20190701
14.4672,20190701
14.516923076900001,20190701
13.778461538499998,20190701
14.1592307692,20190701
14.4856,20190701
14.1453846154,20190701
14.5408,20190701
13.129230769200001,20190701
13.7384615385,20190701
14.3681818182,20190701
14.417647058800002,20190701
12.4853846154,20190701
13.451428571400001,20190701
14.14,20190701
13.6191304348,20190701
14.4869230769,20190701
14.4653846154,20190701
14.483076923099999,20190701
14.4792,20190701
14.501538461500001,20190701
14.3486956522,20190701
14.4088,20190701
14.5,20190701
14.5116666667,20190701
14.475,20190701
14.4954545455,20190701
14.483846153800002,20190701
14.461666666700001,20190701
14.519,20190701
14.5008,20190701
14.4056,20190701
14.4448,20190701
13.8234782609,20190701
12.9752,20190701
12.8211764706,20190701
13.998,20190701
14.093333333299999,20190701
14.130769230799999,20190701
14.128,20190701
14.098181818199999,20190701
13.9016,20190701
13.925555555599999,20190701
13.0624,20190701
14.498,20190705
14.5417391304,20190705
14.510909090899998,20190705
14.5157142857,20190705
14.4913043478,20190705
14.454666666700001,20190705
14.4709090909,20190705
14.4645454545,20190705
13.8817391304,20190705
14.448461538499998,20190705
14.4509090909,20190705
14.4939130435,20190705
14.416153846199999,20190705
14.532,20190705
14.435555555599999,20190705
14.43,20190705
14.495,20190705
14.52,20190705
14.3688,20190705
14.52,20190705
14.0177777778,20190705
14.0377777778,20190705
14.3222222222,20190705
13.2392592593,20190705
13.746666666700001,20190705
13.1961538462,20190705
13.748461538499999,20190705
14.4512,20190705
13.524000000000001,20190705
14.258461538499999,20190705
14.3941666667,20190705
14.3633333333,20190705
13.934782608699999,20190705
13.8139130435,20190705
14.21,20190705
14.2352,20190705
14.189473684200001,20190705
13.054545454500001,20190705
14.0785185185,20190705
13.9224,20190705
13.99,20190705
14.256153846199998,20190705
13.56,20190705
14.2015384615,20190705
14.2569230769,20190705
13.1930769231,20190705
14.4808,20190704
14.484000000000002,20190704
14.5,20190704
14.4892307692,20190704
14.504000000000001,20190704
14.4952,20190704
14.404000000000002,20190704
14.4230769231,20190704
13.8072,20190704
12.9853846154,20190704
14.2844444444,20190704
14.4094117647,20190704
14.4224,20190704
14.3984,20190704
14.0834782609,20190704
14.4083333333,20190704
14.4864,20190704
12.936923076900001,20190704
14.3864,20190704
14.4656,20190704
13.39,20190704
14.5192307692,20190704
12.9872727273,20190704
13.6725,20190704
14.21,20190704
14.4207692308,20190704
14.4192,20190704
13.773913043499999,20190704
14.2930769231,20190704
13.7476923077,20190704
14.386086956500002,20190704
14.352,20190704
14.38,20190704
14.395833333299999,20190704
14.394782608699998,20190704
14.394545454500001,20190704
14.409166666700001,20190704
13.9653846154,20190704
14.302222222200001,20190704
13.6048,20190704
13.315999999999999,20190704
14.2304,20190704
14.2990909091,20190704
14.2961538462,20190704
14.3,20190704
13.3888,20190704
13.469230769200001,20190704
14.2232,20190704
14.5168,20190710
14.52,20190710
14.5218181818,20190710
14.5294117647,20190710
14.488571428599998,20190710
14.5182608696,20190710
14.515,20190710
14.46,20190710
14.478571428599999,20190710
14.4275,20190710
14.4424,20190710
13.865,20190710
14.4669230769,20190710
14.04,20190710
14.475,20190710
14.485833333299999,20190710
14.495999999999999,20190710
14.5076923077,20190710
14.516153846199998,20190710
14.5146153846,20190710
14.414615384600001,20190710
14.4655555556,20190710
13.8915789474,20190710
14.397333333299999,20190710
13.809230769200001,20190710
13.88,20190710
13.9416,20190710
14.3176923077,20190710
14.491538461500001,20190710
14.49625,20190710
13.7469230769,20190710
14.515999999999998,20190710
14.5309090909,20190710
14.53,20190710
13.7277777778,20190710
14.4272727273,20190710
14.4461538462,20190710
14.441666666700002,20190710
12.655999999999999,20190710
14.455,20190710
13.8248,20190710
13.66,20190710
14.365,20190710
13.990476190499999,20190710
13.829,20190710
13.8069230769,20190710
14.0576923077,20190710
14.3615384615,20190710
13.94,20190710
14.4484210526,20190711
14.468695652200001,20190711
14.483846153800002,20190711
14.5026086957,20190711
14.4964705882,20190711
14.5008333333,20190711
14.493333333299999,20190711
14.5356521739,20190711
14.2313043478,20190711
14.3904347826,20190711
14.496842105299999,20190711
14.46,20190711
14.468695652200001,20190711
14.4666666667,20190711
14.465217391300001,20190711
13.98,20190711
14.1507692308,20190711
14.163846153800002,20190711
13.9512,20190711
14.4883333333,20190711
14.4538461538,20190711
14.495,20190711
13.264000000000001,20190711
13.0676923077,20190711
12.806,20190711
14.2773333333,20190711
14.433333333299998,20190711
13.8741666667,20190711
14.452173913,20190711
14.457142857100001,20190711
12.3066666667,20190711
13.7685714286,20190711
14.53,20190711
14.347999999999999,20190711
14.427999999999999,20190711
12.984210526300002,20190711
13.77,20190711
13.27,20190722
13.9664,20190722
13.8896,20190722
13.5658823529,20190722
13.7136363636,20190722
13.7666666667,20190722
14.0446153846,20190722
13.3492307692,20190722
13.251538461500001,20190722
13.418823529400001,20190722
13.4162962963,20190722
13.673846153800001,20190722
13.3372727273,20190722
13.6030769231,20190722
13.9651851852,20190722
13.7725925926,20190722
13.8768,20190722
14.1022222222,20190722
13.2630769231,20190722
13.5222222222,20190722
13.98,20190722
13.890769230799998,20190722
13.7225,20190722
14.0146153846,20190725
13.6688,20190725
13.748,20190725
14.2469230769,20190725
13.481538461500001,20190725
14.1848,20190725
13.948461538499998,20190725
14.1238461538,20190725
13.7459259259,20190725
14.0064,20190725
13.7253846154,20190725
14.603846153800001,20190725
14.4976923077,20190725
14.1208,20190725
14.3623076923,20190725
14.345,20190725
13.3709090909,20190725
13.236153846199999,20190725
13.051538461500002,20190725
13.696923076900001,20190725
13.476153846199999,20190725
13.3582608696,20190725
13.7464,20190725
13.7185185185,20190725
13.885,20190725
14.0466666667,20190725
14.1627272727,20190725
14.004615384600001,20190725
13.9705882353,20190725
14.2966666667,20190725
14.32,20190725
13.731111111099999,20190725
14.0430769231,20190725
13.6552,20190725
13.3,20190725
13.450769230799999,20190725
13.7653846154,20190725
13.880769230799999,20190725
14.0064,20190725
13.8504347826,20190725
14.1830769231,20190725
14.4746153846,20190729
14.5416,20190729
14.6304761905,20190729
14.573076923099999,20190729
14.2692307692,20190729
14.508461538499999,20190729
14.173846153800001,20190812
14.170370370399999,20190812
13.691428571400001,20190610
14.0113043478,20190610
14.6304,20190610
14.61,20190610
13.8407692308,20190610
14.3476190476,20190610
14.1933333333,20190610
13.9147368421,20190610
13.828148148099999,20190610
13.8223076923,20190610
14.5056,20190610
14.4569230769,20190610
13.9546153846,20190610
13.767999999999999,20190610
13.677,20190610
14.049230769200001,20190610
14.4461538462,20190610
14.5896,20190610
14.4907692308,20190610
14.48,20190610
14.507,20190610
14.516153846199998,20190610
14.325384615399999,20190610
14.43,20190610
14.4808,20190610
14.42,20190610
13.3316666667,20190610
13.6784,20190610
13.438461538499999,20190610
13.424000000000001,20190610
14.0323076923,20190610
13.8757894737,20190610
13.35,20190610
12.9992307692,20190610
13.7407692308,20190610
14.210769230799999,20190610
14.3573333333,20190610
13.9023076923,20190610
14.440769230799999,20190614
14.46,20190614
14.459230769200001,20190614
14.4713043478,20190614
14.5175,20190614
14.4173913043,20190614
14.424347826099998,20190614
14.436296296300002,20190614
14.426363636400001,20190614
14.4232,20190614
14.0653846154,20190614
14.44,20190614
14.4888,20190614
14.52,20190614
14.248,20190614
14.6264,20190614
14.5088,20190614
13.2981818182,20190614
14.0153846154,20190614
12.8169230769,20190614
14.0476190476,20190614
14.328,20190614
14.378333333299999,20190614
14.2866666667,20190614
14.2246153846,20190614
14.4253846154,20190614
14.1469230769,20190614
13.335999999999999,20190614
12.926153846199998,20190614
14.4,20190614
14.24,20190614
13.8169230769,20190614
13.7113043478,20190614
13.52,20190614
12.7869230769,20190614
12.7615384615,20190614
13.356153846199998,20190614
13.164615384600001,20190614
13.9624,20190614
13.7138461538,20190614
14.1,20190614
13.2128,20190614
14.1336,20190614
13.1153846154,20190614
13.624,20190614
14.0688,20190614
14.1930434783,20190614
14.3776923077,20190613
14.437692307699999,20190613
14.439047619,20190613
14.4712,20190613
14.44,20190613
14.486666666700001,20190613
14.5233333333,20190613
14.52,20190613
14.4072727273,20190613
14.461538461500002,20190613
14.4825,20190613
14.36,20190613
14.46,20190613
14.4075,20190613
13.68,20190613
14.123478260899999,20190613
14.4461538462,20190613
14.4856,20190613
14.48,20190613
14.5,20190613
13.8472,20190613
14.3,20190613
14.44,20190613
14.4330769231,20190613
14.4136,20190613
14.385,20190613
14.253333333299999,20190613
13.6104761905,20190613
13.9876923077,20190613
14.2472727273,20190613
14.3933333333,20190613
13.933333333299998,20190613
14.34,20190613
14.3384,20190613
14.368,20190613
13.1816,20190613
13.5576923077,20190613
13.8276923077,20190613
14.5083333333,20190613
13.081538461500001,20190613
14.2136,20190613
14.2152,20190613
14.305,20190613
14.83,20190613
13.3107692308,20190613
14.1808695652,20190613
14.0088,20190613
14.3107692308,20190613
14.166153846199999,20190613
13.362,20190613
13.4296,20190613
14.22,20190613
13.9766666667,20190613
13.64,20190613
14.1676923077,20190613
14.475,20190621
14.471666666700001,20190621
14.52,20190621
14.519130434800001,20190621
14.514166666700001,20190621
14.488571428599998,20190621
13.425,20190621
14.423333333299999,20190621
14.385263157899999,20190621
14.37875,20190621
14.3875,20190621
13.1669230769,20190621
14.356923076900001,20190621
14.2153846154,20190621
14.4327272727,20190621
13.8376923077,20190621
13.765454545499999,20190621
14.3128,20190621
14.3296,20190621
13.4669565217,20190621
14.5223076923,20190620
14.5146666667,20190620
14.5173913043,20190620
14.489166666700001,20190620
14.4630769231,20190620
13.9627272727,20190620
14.4088,20190620
13.8861538462,20190620
14.3752,20190620
14.4408,20190620
14.493333333299999,20190620
14.5,20190620
14.5048,20190620
14.4192,20190620
14.506666666700001,20190620
14.465,20190604
14.534285714300001,20190604
14.5345454545,20190604
14.52,20190604
14.49,20190604
14.52,20190604
14.46,20190604
14.4192,20190604
14.0742857143,20190604
13.7808695652,20190604
14.4144,20190604
13.8853846154,20190604
14.4846153846,20190604
14.3964705882,20190604
14.52,20190604
14.46,20190604
14.467272727300001,20190604
14.5,20190604
14.4252631579,20190604
13.6272,20190604
13.714,20190604
14.1753846154,20190604
13.6408,20190604
14.3336,20190604
14.346666666700001,20190604
14.32125,20190604
14.165,20190604
14.4176923077,20190604
14.411428571400002,20190604
14.5946153846,20190604
14.4430769231,20190604
14.441052631600002,20190604
14.255384615399999,20190604
13.4816,20190604
14.483076923099999,20190604
14.4424,20190604
14.4669230769,20190604
14.4582608696,20190604
14.450769230799999,20190603
14.46,20190603
13.750476190499999,20190603
14.49,20190603
14.5276923077,20190603
13.4125,20190603
14.468235294100001,20190603
13.8184,20190603
14.342105263199999,20190603
13.6215384615,20190603
13.890769230799998,20190603
14.501111111099998,20190605
14.4807692308,20190619
14.4846153846,20190619
14.509090909100001,20190619
14.5232,20190619
14.515238095199999,20190619
14.51,20190619
14.3354545455,20190619
14.484545454500001,20190619
13.156190476199999,20190619
14.471666666700001,20190619
14.4056,20190619
14.4408695652,20190619
14.5152,20190619
14.488,20190619
13.501818181800001,20190619
14.424615384600001,20190619
13.9904,20190619
14.388,20190619
14.4128571429,20190619
14.484000000000002,20190619
14.4976923077,20190619
14.482307692300001,20190619
13.6223076923,20190619
13.9461538462,20190619
14.4312,20190619
14.130769230799999,20190619
13.52,20190619
13.273846153800001,20190619
14.3133333333,20190619
14.348181818199999,20190619
14.345,20190619
14.395999999999999,20190619
14.32,20190619
14.2076190476,20190619
14.2308333333,20190619
13.0728,20190619
13.8475,20190619
13.937692307699999,20190619
13.6464,20190619
13.245999999999999,20190619
13.8625,20190619
13.445217391300002,20190619
13.6904347826,20190619
13.7369230769,20190619
14.6072,20190618
14.516363636400001,20190618
14.5243478261,20190618
14.489166666700001,20190618
14.4869230769,20190618
14.48,20190618
14.4509090909,20190618
14.4469565217,20190618
14.3856,20190618
14.5091666667,20190618
14.5072727273,20190618
14.4930769231,20190618
14.4536,20190618
13.986956521700002,20190618
14.63,20190618
14.302222222200001,20190618
14.4292307692,20190618
14.4215384615,20190618
13.756666666700001,20190618
14.2958333333,20190618
13.7136,20190618
14.109230769200002,20190618
12.838461538499999,20190618
14.3618181818,20190618
13.736666666700001,20190618
13.7123076923,20190618
14.3984,20190618
13.7688,20190618
13.017692307699999,20190618
13.4728,20190616
13.5115384615,20190616
13.736666666700001,20190616
14.1384,20190615
13.881538461500002,20190615
14.4171428571,20190615
13.332,20190615
14.5118181818,20190612
14.440952380999999,20190612
13.0381818182,20190612
14.404347826099999,20190612
14.236363636400002,20190612
14.4733333333,20190612
14.4968,20190612
14.4672,20190612
14.516923076900001,20190612
14.5071428571,20190612
14.5266666667,20190612
14.346666666700001,20190612
13.3676923077,20190612
14.4672,20190612
13.391538461500001,20190612
13.744000000000002,20190612
14.36,20190612
14.38,20190612
13.97,20190612
14.4075,20190612
13.008461538499999,20190612
13.5304,20190612
13.7153846154,20190612
13.911538461500001,20190612
13.790769230799999,20190612
13.2705263158,20190612
14.460769230799999,20190611
14.4690909091,20190611
14.4592,20190611
14.440769230799999,20190611
14.489090909100002,20190611
14.493846153800002,20190611
14.53,20190611
14.521666666700002,20190611
13.381666666700001,20190611
14.428181818199999,20190611
14.488,20190611
14.4768,20190611
14.424000000000001,20190611
14.46,20190611
12.2753846154,20190611
13.2038461538,20190611
14.4272,20190611
14.4617391304,20190611
13.9008,20190611
13.7715384615,20190611
13.913846153800002,20190611
13.8153846154,20190611
14.263333333299999,20190611
14.244444444400001,20190611
14.2569230769,20190611
12.69,20190611
14.1973913043,20190611
13.6336,20190611
14.2032,20190611
14.299166666700001,20190611
14.212173912999999,20190611
14.34,20190611
12.69,20190611
14.1692307692,20190611
14.27,20190611
14.2704,20190611
13.8704,20190611
14.0,20190611
13.84,20190611
12.8776923077,20190611
14.066666666700002,20190611
14.05,20190611
14.0113043478,20190611
12.59,20190611
14.671428571400002,20190611
13.6512,20190611
14.09,20190611
13.7392307692,20190611
14.4139130435,20190622
14.4576923077,20190622
14.4688888889,20190622
14.5361538462,20190624
12.9746153846,20190624
13.6230769231,20190624
13.5296,20190624
13.7992,20190624
14.53,20190911
14.0045454545,20190911
13.5837037037,20190911
13.7776923077,20190911
14.3153846154,20190911
14.3118518519,20190911
14.325999999999999,20190911
13.275,20190911
14.1807692308,20190911
14.235,20190911
14.24,20190911
13.222222222200001,20190911
13.883076923099999,20190911
14.2766666667,20190911
14.24,20190911
13.8746153846,20190911
14.2064,20190911
14.2048,20190911
13.6740740741,20190911
14.4425,20190912
14.036,20190912
14.4275,20190912
14.4451851852,20190912
14.4315384615,20190912
14.36,20190912
13.9254545455,20190912
14.440740740699999,20190912
14.584166666700002,20190912
14.490370370399999,20190912
14.5104761905,20190912
14.428461538499999,20190912
14.531666666700001,20190912
14.5112,20190912
14.0153846154,20190912
13.696296296300002,20190912
13.4892307692,20190912
14.4548148148,20190912
12.257,20190912
14.443846153800001,20190912
14.5153846154,20190912
14.403333333299999,20190912
14.44,20190912
14.4645454545,20190912
14.51,20190912
14.4755555556,20190912
13.8696296296,20190912
13.862962963,20190912
13.9569230769,20190912
13.5646153846,20190912
13.6231578947,20190912
13.8407407407,20190912
14.46,20190913
14.486666666700001,20190913
14.483076923099999,20190913
14.48,20190913
14.45,20190913
14.536,20190913
14.474782608699998,20190913
14.470769230799998,20190913
14.5333333333,20190913
14.47,20190913
14.5069230769,20190913
14.444,20190913
14.4475,20190913
14.3984615385,20190913
13.9718518519,20190913
13.9375,20190913
13.68,20190913
13.3123809524,20190913
13.1546153846,20190913
13.164000000000001,20190913
14.4538461538,20190913
14.4566666667,20190913
13.9142857143,20190913
14.4876923077,20190913
14.4777777778,20190913
14.5023076923,20190913
13.6284615385,20190913
14.496666666700001,20190913
14.4886956522,20190913
14.4622222222,20190913
13.6484615385,20190913
14.4390909091,20190913
14.4675,20190913
14.43,20190913
13.8,20190913
14.481538461500001,20190913
14.566666666700002,20190913
14.445,20190913
14.422962963,20190913
14.4253846154,20190913
14.356153846199998,20190913
14.4392307692,20190913
13.1288888889,20190913
13.691851851900001,20190913
13.6476923077,20190913
13.725185185199999,20190913
13.64,20190913
14.2123076923,20190913
14.2084615385,20190913
14.31,20190913
13.9259259259,20190915
13.356923076900001,20190915
14.038333333299999,20190915
14.401904761900001,20190829
14.4237037037,20190829
14.5208695652,20190829
14.6325,20190829
13.846153846199998,20190902
14.469230769200001,20190902
14.5352380952,20190902
13.8730769231,20190902
14.3725925926,20190902
13.86,20190902
13.2161538462,20190902
13.821481481500001,20190902
13.8185185185,20190902
13.916153846199999,20190902
14.096363636400001,20190902
14.0315384615,20190902
13.6944444444,20190902
14.573846153800002,20190902
13.6830769231,20190902
14.231538461500001,20190902
13.816153846199999,20190902
13.5907692308,20190902
13.3688888889,20190902
14.4876923077,20190902
14.7038461538,20190902
13.923846153800001,20190902
13.9274074074,20190902
13.938461538499999,20190902
14.346153846199998,20190902
14.280769230799999,20190902
14.1176923077,20190902
14.089629629600001,20190902
14.153333333299999,20190902
13.507,20190902
14.2696296296,20190902
13.426153846199998,20190902
14.354074074100001,20190902
14.522962963,20190902
14.2028571429,20190902
14.2523076923,20190902
13.9424,20190902
13.9148148148,20190902
14.0384,20190902
12.836153846199998,20190902
13.790769230799999,20190902
14.066153846199999,20190902
13.7723076923,20190902
13.913846153800002,20190902
13.2362962963,20190902
13.76,20190902
13.515555555599999,20190902
13.7266666667,20190902
13.6976923077,20190902
14.5225,20190903
14.5224,20190903
14.5248,20190903
14.4208695652,20190903
14.4675,20190903
13.9807692308,20190903
14.2875,20190903
14.4368,20190903
14.4752380952,20190903
14.5070588235,20190903
14.507368421099999,20190903
14.408,20190903
14.4448,20190903
14.0769230769,20190903
14.2023076923,20190903
14.3636363636,20190903
13.461538461500002,20190903
14.387272727300001,20190903
14.395999999999999,20190903
14.2768,20190903
14.317037037,20190903
13.913333333299999,20190903
13.4446153846,20190903
13.6866666667,20190903
14.08,20190903
14.1874074074,20190903
14.2144444444,20190903
14.2108333333,20190903
14.2008,20190903
14.1215384615,20190903
13.720769230799998,20190903
13.8776923077,20190903
13.668461538499999,20190903
14.170909090899999,20190903
13.1569230769,20190903
13.2630769231,20190903
13.381538461500002,20190903
13.7066666667,20190903
13.9923076923,20190903
14.01,20190903
13.9176923077,20190903
13.4985185185,20190903
14.236153846199999,20190903
14.5233333333,20190904
14.494000000000002,20190904
14.5016666667,20190904
13.5714285714,20190904
14.462857142899999,20190904
14.2015384615,20190904
13.913846153800002,20190904
14.467,20190904
14.298333333299999,20190904
13.766923076900001,20190904
14.2341176471,20190904
14.2523076923,20190904
14.0330769231,20190904
14.3104,20190904
14.3259259259,20190904
14.260833333299999,20190904
14.0792307692,20190904
13.8929411765,20190904
14.149090909100002,20190904
14.233076923099999,20190904
14.289230769200001,20190904
14.148,20190904
14.1818181818,20190904
14.1768,20190904
13.141538461500001,20190904
14.0192307692,20190904
14.143703703699998,20190904
13.474444444400001,20190904
14.0348148148,20190904
13.6792307692,20190904
14.081739130399999,20190904
14.1,20190904
14.0946153846,20190904
13.891111111099999,20190904
14.0257142857,20190904
14.0376923077,20190904
14.047826087,20190904
14.0488888889,20190904
14.0792307692,20190904
14.165833333299998,20190904
14.1023076923,20190904
14.1527272727,20190904
14.5072727273,20190906
14.522,20190906
14.55,20190906
14.5,20190906
14.56,20190906
14.4690909091,20190906
14.4942857143,20190906
14.4461538462,20190906
14.425999999999998,20190906
14.474782608699998,20190906
14.493846153800002,20190906
13.995384615399999,20190906
14.4130769231,20190906
13.6607692308,20190906
13.92,20190906
14.3228571429,20190906
14.4777777778,20190906
14.4622222222,20190906
14.3294736842,20190906
14.0438461538,20190906
14.0740740741,20190906
13.775,20190906
13.913846153800002,20190906
13.7177777778,20190906
13.8933333333,20190906
14.5874074074,20190906
14.1592592593,20190906
13.5076923077,20190906
14.2536,20190906
14.390999999999998,20190906
13.7525,20190906
14.468333333299999,20190906
14.41,20190906
14.3573913043,20190906
14.4714285714,20190906
14.485,20190906
14.48,20190906
13.936923076900001,20190906
14.4755555556,20190906
14.520909090899998,20190906
14.583636363599998,20190906
14.4848,20190906
14.304347826099999,20190906
14.4076923077,20190906
14.2246153846,20190906
14.32,20190906
14.2540740741,20190906
13.7723076923,20190906
14.3512,20190906
14.2776923077,20190906
14.5311111111,20190909
14.5158333333,20190909
13.2861538462,20190909
14.443703703699999,20190909
14.4435294118,20190909
13.83,20190909
14.4456,20190909
13.0953846154,20190909
13.1753846154,20190909
14.056153846199999,20190909
13.37,20190909
13.9624,20190909
